### obs_id,timestart,timeend,valor,timeupdate
157383,10/15/05 12:00,10/15/05 12:00,2.71,25:57.1
157395,10/16/05 12:00,10/16/05 12:00,2.78,25:57.1
157407,10/17/05 12:00,10/17/05 12:00,2.83,25:57.1
157418,10/18/05 12:00,10/18/05 12:00,2.93,25:57.1
157430,10/19/05 12:00,10/19/05 12:00,3.01,25:57.1
157442,10/20/05 12:00,10/20/05 12:00,3.06,25:57.1
157454,10/21/05 12:00,10/21/05 12:00,3.12,25:57.1
157466,10/22/05 12:00,10/22/05 12:00,3.18,25:57.1
157478,10/23/05 12:00,10/23/05 12:00,3.2,25:57.1
157490,10/24/05 12:00,10/24/05 12:00,3.26,25:57.1
157508,10/25/05 12:00,10/25/05 12:00,3.3,25:57.1
157520,10/26/05 12:00,10/26/05 12:00,3.32,25:57.1
157532,10/27/05 12:00,10/27/05 12:00,3.34,25:57.1
157544,10/28/05 12:00,10/28/05 12:00,3.36,25:57.1
157555,10/29/05 12:00,10/29/05 12:00,3.36,25:57.1
157566,10/30/05 12:00,10/30/05 12:00,3.36,25:57.1
157574,10/31/05 12:00,10/31/05 12:00,3.37,25:57.1
157205,11/1/05 12:00,11/1/05 12:00,3.38,25:57.1
157217,11/2/05 12:00,11/2/05 12:00,3.38,25:57.1
157229,11/3/05 12:00,11/3/05 12:00,3.38,25:57.1
157241,11/4/05 12:00,11/4/05 12:00,3.38,25:57.1
157259,11/5/05 12:00,11/5/05 12:00,3.4,25:57.1
157271,11/6/05 12:00,11/6/05 12:00,3.41,25:57.1
157283,11/7/05 12:00,11/7/05 12:00,3.42,25:57.1
157295,11/8/05 12:00,11/8/05 12:00,3.46,25:57.1
157306,11/9/05 12:00,11/9/05 12:00,3.51,25:57.1
157318,11/10/05 12:00,11/10/05 12:00,3.54,25:57.1
157330,11/11/05 12:00,11/11/05 12:00,3.59,25:57.1
157342,11/12/05 12:00,11/12/05 12:00,3.61,25:57.1
157354,11/13/05 12:00,11/13/05 12:00,3.66,25:57.1
157366,11/14/05 12:00,11/14/05 12:00,3.7,25:57.1
